iD	systemName	x	y	size	Owner String	Owner	Original Owner	Current Owner	Factories	World Type (Industrial)	World Type (Political)	SearchString1	SearchString2	Label	Fort 1 Count	Fort 1 Type	Fort 2 Count	Fort 2 Type	Fort 3 Count	Fort 3 Type	Fort 4 Count	Fort 4 Type	Fort 5 Count	Fort 5 Type	Fort String	Fort Supply	Training Center	RP
1750	Montour	348.702	-328.614	1,1,0	FS,Crucis March,Chirikof Operational Area,Islamabad Combat Region	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1751	Montsegur	-253.087	383.132	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1752	Monywa	348.960	265.681	1,1,0	DC,Pesht Military District,Kagoshima Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1753	Moore	5.683	64.061	1,1,0	DC,Dieron Military District,Al Na'ir Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1754	Moravian	109.081	-132.368	1,1,0	FS,Capellan March,Kathil Operational Area,Valexa PDZ	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1755	Mordialloc	219.972	-263.495	1,1,0	FS,Capellan March,Taygeta Operational Area,New Syrtis PDZ	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1756	Morgan's Holdfast	672.605	-192.835	1,1,0	TD	TD	Tortuga Dominions	Tortuga Dominions		Other	Other	Tortuga DominionsOther	Tortuga DominionsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1757	Morges	-141.416	283.196	1,1,0	LC,Tamar Pact,Tamar Domains	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1758	Moriguchi	-365.254	290.245	1,1,0	LC,Protectorate of Donegal,Coventry Province	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1759	Moritz	-32.316	319.450	1,1,0	DC,Rasalhague Military District,Radstadt Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1760	Morningside	-35.677	167.973	1,1,0	LC,Tamar Pact,Tamar Domains	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1761	Morrigan	-333.150	71.818	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1762	Morrill	396.010	31.749	1,1,0	FS,Draconis March,Woodbine Operational Area,Bremond PDZ	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1763	Morthac	442.736	174.363	1,1,0	OA,Ramora Province	OA	Outworlds Alliance	Outworlds Alliance		Other	Other	Outworlds AllianceOther	Outworlds AllianceOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1764	Morven	544.367	-147.132	1,1,0	FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1765	Mosiro	-65.144	-280.742	1,1,0	FWL,Mosiro Archipelago	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1766	Moultrie	471.744	-170.624	1,1,0	FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1767	Mozirje	-38.788	362.104	1,1,0	DC,Rasalhague Military District,Kirchbach Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1768	Mualang	96.414	265.681	1,1,0	DC,Pesht Military District,Kagoshima Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1769	Multan	363.699	329.015	1,1,0	DC,Pesht Military District,Qandahar Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1770	Mumbai	25.302	-248.926	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1771	Mundrabilla	-247.892	-108.382	1,1,0	FWL	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1772	Muphrid	-27.402	15.207	1,1,0	LC,Federation of Skye,Isle of Skye	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1773	Murchison	74.697	19.855	1,1,0	DC,Dieron Military District,Ashio Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1774	Muridox	106.492	-382.137	1,1,0	CC,Sian Commonality,Region 12	CC	Capellan Confederation	Capellan Confederation		Other	Other	Capellan ConfederationOther	Capellan ConfederationOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1775	Murmansk	320.533	221.949	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1776	Muroto	212.518	182.926	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1777	Murris	52.218	-379.328	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1778	Muscida	-139.559	-182.321	1,1,0	FWL,Principality of Regulus	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1779	Muskegon	164.540	-99.254	1,1,0	FS,Crucis March,Markesan Operational Area,Achemar Combat Region	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1780	Muswell	35.241	289.645	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1781	Myrrdin	-388.534	62.774	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1782	Myrvoll	-17.664	-88.598	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1783	Mytilene	151.165	-135.630	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1784	Naco	-522.162	232.813	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1785	Nadrin	313.287	152.719	1,1,0	DC,Galedon Military District,Matsuida Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1786	Nagel	470.969	6.414	1,1,0	FS,Draconis March,Woodbine Operational Area,Mayetta PDZ	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1787	Nahoni	245.821	-198.575	1,1,0	FS,Crucis March,Chirikof Operational Area,Remagen Combat Region	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1788	Naikongzu	527.113	360.780	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1789	Naissus	-347.184	-162.059	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1790	Nai-Stohl	1.500	72.395	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1791	Najha	35.666	211.136	1,1,0	DC,Benjamin Military District,Buckminster Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1792	Naka Pabni	377.913	-291.644	1,1,0	FS,Crucis March,Chirikof Operational Area,Islamabad Combat Region	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1793	Nakaojo	287.181	183.226	1,1,0	DC,Galedon Military District,New Samarkand Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1794	Nam Dinh	-66.678	-251.434	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1795	Namen	171.967	-215.705	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1796	Nanking	22.742	-51.745	1,1,0	CC,Tikonov Commonality,Region 5	CC	Capellan Confederation	Capellan Confederation	1	Minor Industrial	Other	Capellan ConfederationMinor Industrial	Capellan ConfederationOther	Minor Industrial	0	None	0	None	0	None	0	None	0	None	None	0	No Center	24
1797	Nara	292.706	296.543	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1798	Narellan	170.602	-253.882	1,1,0	FS,Capellan March,Taygeta Operational Area,Altair PDZ	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1799	Naryn	-37.191	-361.153	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1800	Nashira	47.655	33.587	1,1,0	DC,Dieron Military District,Al Na'ir Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1801	Nashuar	97.583	-202.102	1,1,0	CC,St. Ives Commonality,Region 2	CC	Capellan Confederation	Capellan Confederation		Other	Other	Capellan ConfederationOther	Capellan ConfederationOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1802	Nathan	-67.217	-49.158	1,1,0	FWL	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1803	Necedah	353.876	-8.057	1,1,0	FS,Crucis March,Markesan Operational Area,Kestrel Combat Region	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1804	Necromo	102.876	-188.465	1,1,0	CC,Capella Commonality,Region 4	CC	Capellan Confederation	Capellan Confederation		Other	Other	Capellan ConfederationOther	Capellan ConfederationOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1805	Neerabup	-339.188	333.668	1,1,0	LC,Protectorate of Donegal,Coventry Province	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1806	Negushevo	-286.954	-273.801	1,1,0	FWL,Rim Commonality	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1807	Nekkar	-93.579	96.371	1,1,0	LC,Federation of Skye,Virginia Shire	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1808	Neosho	549.801	-25.640	1,1,0	FS,Draconis March,Woodbine Operational Area,Milligan PDZ	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1809	Nerum	610.815	264.269	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1810	Nestor	-170.584	-25.895	1,1,0	FWL	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1811	New Aberdeen	256.932	78.276	1,1,0	FS,Draconis March,Robinson Operational Area,Raman PDZ	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1812	New Abilene	-71.642	-450.564	1,1,0	MOC	MOC	Magistracy of Canopus	Magistracy of Canopus		Other	Other	Magistracy of CanopusOther	Magistracy of CanopusOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1813	New Ålborg	-112.262	447.541	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1814	New Aragon	69.535	-88.191	1,1,0	FS,Capellan March,Kathil Operational Area,Valexa PDZ	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1815	New Athens	59.751	-129.939	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1816	New Avalon	266.497	-110.836	1,1,0	FS,Crucis March,Markesan Operational Area,New Avalon Combat Region,Faction Capital	FS	Federated Suns	Federated Suns	4	Major Industrial	National Capital	Federated SunsMajor Industrial	Federated SunsNational Capital	National Capital, Major Industrial	1	Capital-5	3	Standard-4	0	None	0	None	0	None	1 Capital-5, 3 Standard-4	14	Present	120
1817	New Bergen	19.382	402.946	1,1,0	DC,Rasalhague Military District,Radstadt Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1818	New Britain	33.896	33.940	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1819	New Caledonia	-59.198	405.533	1,1,0	DC,Rasalhague Military District,Kirchbach Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1820	New Canton	8.269	-72.946	1,1,0	CC,Tikonov Commonality,Region 8	CC	Capellan Confederation	Capellan Confederation		Other	Other	Capellan ConfederationOther	Capellan ConfederationOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1821	New Capetown	-252.057	260.773	1,1,0	LC,Protectorate of Donegal,Coventry Province	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1822	New Ceylon	148.306	433.569	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1823	New Crete	39.825	-200.511	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1824	New Dallas	-54.993	-25.456	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1825	New Damascus	273.999	-206.602	1,1,0	FS,Crucis March,Chirikof Operational Area,Remagen Combat Region	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1826	New Delos	-38.009	-140.692	1,1,0	FWL,The Protectorate	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1827	New Exford	-137.281	243.193	1,1,0	LC,Protectorate of Donegal,District of Donegal	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1828	New Florence	90.612	-11.639	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1829	New Galicia	-364.780	-217.920	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1830	New Ganymede	197.420	-377.374	1,1,0	TC,Hyades Union	TC	Taurian Concordat	Taurian Concordat		Other	Other	Taurian ConcordatOther	Taurian ConcordatOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1831	New Gascony	662.624	-261.238	1,1,0	TD	TD	Tortuga Dominions	Tortuga Dominions		Other	Other	Tortuga DominionsOther	Tortuga DominionsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1832	New Hati	652.286	-246.903	1,1,0	TD	TD	Tortuga Dominions	Tortuga Dominions		Other	Other	Tortuga DominionsOther	Tortuga DominionsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1833	New Hessen	84.005	-57.121	1,1,0	CC,Tikonov Commonality,Region 7	CC	Capellan Confederation	Capellan Confederation		Other	Other	Capellan ConfederationOther	Capellan ConfederationOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1834	New Home	7.229	-12.715	1,1,0	CC,Tikonov Commonality,Region 1	CC	Capellan Confederation	Capellan Confederation		Other	Other	Capellan ConfederationOther	Capellan ConfederationOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1835	New Hope	-113.194	-32.874	1,1,0	FWL,Silver Hawks Coalition	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1836	New India	-458.313	47.517	1,1,0	LC,Protectorate of Donegal,Alarion Province	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1837	New Ivaarsen	226.948	34.591	1,1,0	FS,Draconis March,Robinson Operational Area,Le Blanc PDZ	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1838	New Kyoto	-125.729	11.811	1,1,0	LC,Federation of Skye,Rahneshire	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1839	New Macao	77.542	-122.354	1,1,0	CC,Sarna Commonality,Region 5	CC	Capellan Confederation	Capellan Confederation		Other	Other	Capellan ConfederationOther	Capellan ConfederationOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1840	New Mendham	179.124	59.401	1,1,0	DC,Benjamin Military District,Irurzun Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1841	New Olympia	-150.168	-130.286	1,1,0	FWL,Marik Commonwealth	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1842	New Oslo	15.246	386.145	1,1,0	DC,Rasalhague Military District,Radstadt Prefecture	DC	Draconis Combine	Draconis Combine	1	Minor Industrial	Other	Draconis CombineMinor Industrial	Draconis CombineOther	Minor Industrial	0	None	0	None	0	None	0	None	0	None	None	0	No Center	24
1843	New Port Royal	658.457	-211.158	1,1,0	TD	TD	Tortuga Dominions	Tortuga Dominions		Other	Other	Tortuga DominionsOther	Tortuga DominionsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1844	New Praha	-104.535	-175.749	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1845	New Rhodes	102.361	-15.815	1,1,0	FS,Draconis March,Robinson Operational Area,Kentares PDZ	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1846	New Roland	-8.023	-401.262	1,1,0	CC,Sian Commonality,Region 15	CC	Capellan Confederation	Capellan Confederation		Other	Other	Capellan ConfederationOther	Capellan ConfederationOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1847	New Sagan	79.871	-177.661	1,1,0	CC,Capella Commonality,Region 4	CC	Capellan Confederation	Capellan Confederation		Other	Other	Capellan ConfederationOther	Capellan ConfederationOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1848	New Samarkand	359.452	248.589	1,1,0	DC,Galedon Military District,New Samarkand Prefecture,Minor Capital	DC	Draconis Combine	Draconis Combine	1	Minor Industrial	Other	Draconis CombineMinor Industrial	Draconis CombineOther	Minor Industrial	0	None	0	None	0	None	0	None	0	None	None	0	No Center	24
1849	New Sapporo	332.956	417.297	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1850	New Sarna	-2.852	-152.286	1,1,0	CC,Sarna Commonality,Region 6	CC	Capellan Confederation	Capellan Confederation		Other	Other	Capellan ConfederationOther	Capellan ConfederationOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1851	New Sarum	228.756	424.374	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1852	New Stevens	22.346	-6.068	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1853	New Sumatra	139.374	64.378	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1854	New Syrtis	231.063	-296.899	1,1,0	FS,Capellan March,Taygeta Operational Area,New Syrtis PDZ,Major Capital	FS	Federated Suns	Federated Suns	2	Minor Industrial	Regional Capital	Federated SunsMinor Industrial	Federated SunsRegional Capital	Regional Capital, Minor Industrial	1	Capital-3	1	Standard-2	0	None	0	None	0	None	1 Capital-3, 1 Standard-2	10	No Center	64
1855	New Troy	-51.105	-259.908	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1856	New Valencia	219.972	-50.015	1,1,0	FS,Crucis March,Markesan Operational Area,Achemar Combat Region	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1857	New Vallis	191.796	-375.560	1,1,0	TC,Hyades Union	TC	Taurian Concordat	Taurian Concordat		Other	Other	Taurian ConcordatOther	Taurian ConcordatOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1858	New Vandenburg	155.862	-405.627	1,1,0	TC,Hyades Union	TC	Taurian Concordat	Taurian Concordat		Other	Other	Taurian ConcordatOther	Taurian ConcordatOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1859	New Wessex	-12.415	113.430	1,1,0	DC,Dieron Military District,Vega Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1860	New Westin	38.253	-241.987	1,1,0	CC,Sian Commonality,Region 4	CC	Capellan Confederation	Capellan Confederation		Other	Other	Capellan ConfederationOther	Capellan ConfederationOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1861	Newcastle	-208.644	-180.737	1,1,0	FWL	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1862	Newton	317.412	-30.540	1,1,0	FS,Crucis March,Markesan Operational Area,Kestrel Combat Region	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1863	Newtown Square	-228.268	393.123	1,1,0	LC,Protectorate of Donegal,Coventry Province	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1864	Nexus Ri	417.205	207.867	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1865	Ngake	-173.952	-198.575	1,1,0	FWL,Principality of Regulus	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
1866	Niangol	-374.275	242.936	1,1,0	LC,Protectorate of Donegal,Coventry Province	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
